parent,child,mass,max_cell,peak_frac,n_dist,dist_entropy,mass_per_child_batch,mass_over_min_read_mass,mass_over_min_miss_mass,mass_over_evict_writes,max_cell_over_min_miss,alpha_mean,alpha_sd,alpha_min,gap,exp_mass,excess_mass,poisson_z_total,poisson_z_max_cell,obs_over_exp
24,25,27.0,4.0,0.14815,18.0,4.01415,9.0,0.07031,0.23077,0.01055,0.03419,36.85185,5.92361,27.0,41.0,13.4321,13.5679,3.70204,2.28332,2.01011
25,26,24.0,3.0,0.125,13.0,3.60539,12.0,0.09375,0.26374,0.01042,0.03297,36.95833,4.55045,30.0,44.0,13.59259,10.40741,2.82287,2.98726,1.76567
24,26,4.0,2.0,0.5,2.0,1.0,2.0,0.01562,0.04396,0.00156,0.02198,73.5,0.5,73.0,87.0,2.18519,1.81481,1.22769,1.38587,1.83051
26,27,33.0,5.0,0.15152,15.0,3.66609,11.0,0.12891,0.36264,0.01517,0.05495,37.36364,4.68277,29.0,44.0,15.53086,17.46914,4.43275,2.77655,2.1248
27,28,52.0,7.0,0.13462,19.0,3.94467,8.66667,0.13542,0.35862,0.02257,0.04828,37,5.12535,28.0,42.0,21.25926,30.74074,6.66715,4.6188,2.44599
26,28,2.0,2.0,1.0,1.0,-0.0,0.33333,0.00781,0.02198,0.00092,0.02198,74,0.0,74.0,88.0,1.02469,0.97531,0.96349,1.1547,1.95181
28,29,49.0,4.0,0.08163,22.0,4.29778,16.33333,0.1276,0.35507,0.01823,0.02899,38.28571,6.0034,27.0,41.0,27.75309,21.24691,4.03311,2.55411,1.76557
27,29,2.0,2.0,1.0,1.0,-0.0,0.66667,0.00521,0.01449,0.00087,0.01449,74,0.0,74.0,88.0,0.76543,1.23457,1.41111,1.41111,2.6129
29,30,41.0,7.0,0.17073,17.0,3.75047,10.25,0.10677,0.2971,0.0178,0.05072,37.17073,4.24783,28.0,42.0,19.49383,21.50617,4.87096,3.27957,2.10323
28,30,5.0,2.0,0.4,3.0,1.52193,1.25,0.00977,0.02924,0.00186,0.0117,72.4,1.35647,71.0,85.0,2.95062,2.04938,1.19307,1.38587,1.69456
30,31,36.0,5.0,0.13889,17.0,3.88202,12.0,0.09375,0.24658,0.0148,0.03425,38.36111,5.24485,28.0,43.0,17.45679,18.54321,4.43816,2.77655,2.06223
29,31,2.0,2.0,1.0,1.0,-0.0,0.66667,0.00521,0.01449,0.00087,0.01449,74,0.0,74.0,88.0,0.69136,1.30864,1.57387,1.57387,2.89286
31,32,62.0,10.0,0.16129,18.0,3.78453,12.4,0.16146,0.42466,0.02691,0.06849,37.8871,4.96798,30.0,42.0,26.07407,35.92593,7.03564,3.69711,2.37784
30,32,3.0,2.0,0.66667,2.0,0.9183,0.6,0.00586,0.01754,0.00123,0.0117,73.66667,0.4714,73.0,87.0,1.97531,1.02469,0.72908,0.74726,1.51875
32,33,46.0,6.0,0.13043,21.0,4.11009,15.33333,0.11979,0.29114,0.01797,0.03797,37.80435,5.3634,27.0,42.0,22.41975,23.58025,4.98004,3.88083,2.05176
31,33,2.0,2.0,1.0,1.0,-0.0,0.66667,0.00521,0.0137,0.00087,0.0137,74,0.0,74.0,88.0,1.44444,0.55556,0.46225,0.33556,1.38462
33,34,20.0,4.0,0.2,14.0,3.62193,6.66667,0.05208,0.15625,0.00868,0.03125,36.25,5.58458,28.0,42.0,10.09877,9.90123,3.1157,2.69908,1.98044
32,34,4.0,3.0,0.75,2.0,0.81128,1.33333,0.01042,0.03125,0.00156,0.02344,73.75,0.43301,73.0,86.0,1.96296,2.03704,1.45393,1.51732,2.03774
33,35,4.0,3.0,0.75,2.0,0.81128,2.0,0.01562,0.04348,0.00174,0.03261,73.75,0.43301,73.0,88.0,2.0,2.0,1.41421,1.54529,2.0
34,35,26.0,3.0,0.11538,16.0,3.87314,13.0,0.10156,0.28261,0.01128,0.03261,37.30769,5.13487,29.0,44.0,14.48148,11.51852,3.02684,1.54529,1.7954
35,36,50.0,7.0,0.14,16.0,3.80805,10.0,0.19531,0.54348,0.02298,0.07609,38.22,4.26751,29.0,44.0,24.44444,25.55556,5.16887,2.73737,2.04545
36,37,30.0,5.0,0.16667,16.0,3.80291,10.0,0.07812,0.2521,0.01172,0.04202,35.96667,5.68907,26.0,40.0,12.35802,17.64198,5.01849,3.04444,2.42757
37,38,63.0,9.0,0.14286,19.0,3.88475,10.5,0.16406,0.52941,0.02734,0.07563,39.38095,4.96153,30.0,43.0,29.45679,33.54321,6.18033,4.03022,2.13873
36,38,9.0,4.0,0.44444,4.0,1.83659,1.5,0.01406,0.0393,0.00352,0.01747,72.66667,1.1547,70.0,85.0,4.2716,4.7284,2.2878,1.6031,2.10694
38,39,24.0,5.0,0.20833,11.0,3.13792,12.0,0.09375,0.25532,0.00893,0.05319,36.58333,4.24182,29.0,41.0,8.34568,15.65432,5.4188,5.24378,2.87574
39,40,25.0,4.0,0.16,13.0,3.41366,8.33333,0.09766,0.26596,0.01149,0.04255,36.8,4.18569,29.0,44.0,9.14815,15.85185,5.24099,4.42635,2.73279
38,40,2.0,1.0,0.5,2.0,1.0,0.66667,0.00521,0.01667,0.00074,0.00833,73,1.0,72.0,86.0,0.92593,1.07407,1.11621,1.1547,2.16
40,41,45.0,5.0,0.11111,17.0,3.97765,11.25,0.11719,0.375,0.01953,0.04167,38.17778,5.54292,28.0,43.0,23.97531,21.02469,4.29386,2.51976,1.87693
39,41,1.0,1.0,1.0,1.0,-0.0,0.25,0.00391,0.01064,0.00046,0.01064,74,0.0,74.0,89.0,0.77778,0.22222,0.25198,0.25198,1.28571
41,42,42.0,6.0,0.14286,18.0,3.96912,10.5,0.08203,0.22951,0.01727,0.03279,37.35714,5.29969,28.0,42.0,19.2716,22.7284,5.17738,4.19107,2.17937
40,42,3.0,2.0,0.66667,2.0,0.9183,0.75,0.00781,0.025,0.0013,0.01667,73.33333,0.4714,73.0,88.0,1.32099,1.67901,1.46085,1.6031,2.27103
42,43,30.0,5.0,0.16667,15.0,3.71108,10.0,0.07812,0.20548,0.01234,0.03425,35.7,5.01431,27.0,42.0,13.45679,16.54321,4.50971,4.24752,2.22936
41,43,6.0,3.0,0.5,3.0,1.45915,2.0,0.01562,0.0411,0.00247,0.02055,73.16667,0.68718,72.0,87.0,3.2716,2.7284,1.50844,1.57387,1.83396
43,44,42.0,5.0,0.11905,17.0,3.88079,10.5,0.10938,0.28767,0.01823,0.03425,37.42857,5.57265,27.0,42.0,17.69136,24.30864,5.77936,3.92945,2.37404
42,44,5.0,2.0,0.4,3.0,1.52193,1.25,0.00977,0.03067,0.00206,0.01227,72.8,0.74833,72.0,86.0,2.0,3.0,2.12132,1.66359,2.5
44,45,40.0,5.0,0.125,18.0,3.96281,10.0,0.07812,0.2454,0.01645,0.03067,37.85,5.63272,28.0,43.0,17.97531,22.02469,5.19483,2.33333,2.22527
43,45,4.0,2.0,0.5,2.0,1.0,1.0,0.01042,0.0274,0.00174,0.0137,73.5,0.5,73.0,88.0,2.02469,1.97531,1.38821,1.57387,1.97561
45,46,62.0,7.0,0.1129,21.0,4.21928,12.4,0.12109,0.3388,0.02549,0.03825,36.79032,5.56816,27.0,42.0,32.97531,29.02469,5.05444,3.69711,1.88019
46,47,51.0,8.0,0.15686,20.0,4.03498,10.2,0.07969,0.23611,0.01992,0.03704,35.98039,5.8728,25.0,40.0,23.95062,27.04938,5.52712,2.61425,2.12938
45,47,3.0,2.0,0.66667,2.0,0.9183,0.6,0.00586,0.01639,0.00123,0.01093,73.66667,0.4714,73.0,86.0,1.77778,1.22222,0.91667,0.99781,1.6875
47,48,24.0,4.0,0.16667,14.0,3.63684,12.0,0.09375,0.25,0.00937,0.04167,38.20833,5.04132,27.0,42.0,11.06173,12.93827,3.89014,1.97657,2.16964
46,48,1.0,1.0,1.0,1.0,-0.0,0.5,0.00391,0.01042,0.00039,0.01042,72,0.0,72.0,86.0,0.64198,0.35802,0.44684,0.44684,1.55769
48,49,37.0,5.0,0.13514,16.0,3.76054,12.33333,0.14453,0.38542,0.017,0.05208,38.75676,4.91773,29.0,44.0,20.60494,16.39506,3.61183,2.58919,1.79569
47,49,5.0,3.0,0.6,3.0,1.37095,1.66667,0.01302,0.03497,0.00195,0.02098,73,0.63246,72.0,87.0,2.2963,2.7037,1.78421,2.58919,2.17742
49,50,54.0,5.0,0.09259,22.0,4.255,9.0,0.14062,0.37762,0.02344,0.03497,37.92593,5.44621,28.0,43.0,28.95062,25.04938,4.65552,2.98726,1.86525
50,51,34.0,5.0,0.14706,17.0,3.85293,17.0,0.13281,0.36559,0.01265,0.05376,35.91176,5.18123,27.0,40.0,13.28395,20.71605,5.68386,4.13608,2.55948
49,51,2.0,2.0,1.0,1.0,-0.0,1.0,0.00781,0.02151,0.00087,0.02151,74,0.0,74.0,88.0,1.14815,0.85185,0.795,0.7203,1.74194
51,52,60.0,7.0,0.11667,19.0,4.05673,15.0,0.23438,0.64516,0.02757,0.07527,38.13333,5.14933,29.0,44.0,29.7284,30.2716,5.552,2.45313,2.01827
50,52,12.0,4.0,0.33333,5.0,2.18872,3.0,0.02344,0.06452,0.00446,0.02151,72.58333,1.32025,70.0,85.0,6.24691,5.75309,2.3018,1.86383,1.92095
52,53,3.0,2.0,0.66667,2.0,0.9183,0.75,0.00586,0.01613,0.00123,0.01075,73.66667,0.4714,73.0,87.0,1.40741,1.59259,1.34244,1.51732,2.13158
53,54,56.0,7.0,0.125,19.0,4.00834,14.0,0.10938,0.28718,0.02303,0.0359,36.94643,5.47533,28.0,42.0,26.45679,29.54321,5.74367,3.52862,2.11666
54,55,46.0,5.0,0.1087,19.0,4.07293,11.5,0.08984,0.2359,0.01891,0.02564,37.76087,5.56849,27.0,42.0,20.93827,25.06173,5.47697,3.0327,2.19693
53,55,7.0,4.0,0.57143,3.0,1.37878,1.75,0.01367,0.0359,0.00288,0.02051,73.42857,0.72843,72.0,87.0,3.41975,3.58025,1.93605,1.75991,2.04693
55,56,63.0,7.0,0.11111,21.0,4.12157,12.6,0.12305,0.32308,0.0259,0.0359,37.4127,4.99408,27.0,42.0,28.82716,34.17284,6.36473,3.83334,2.18544
54,56,2.0,1.0,0.5,2.0,1.0,0.4,0.00391,0.01026,0.00082,0.00513,72.5,0.5,72.0,87.0,1.38272,0.61728,0.52495,0.3712,1.44643
56,57,78.0,8.0,0.10256,22.0,4.18458,15.6,0.12187,0.33191,0.03047,0.03404,37.89744,5.4528,26.0,41.0,40.96296,37.03704,5.78683,3.41093,1.90416
55,57,3.0,3.0,1.0,1.0,-0.0,0.6,0.00586,0.01538,0.00123,0.01538,74,0.0,74.0,87.0,1.55556,1.44444,1.15813,1.54529,1.92857
57,58,6.0,3.0,0.5,3.0,1.45915,1.0,0.00937,0.025,0.00234,0.0125,73.33333,0.74536,72.0,86.0,3.4321,2.5679,1.38611,1.6031,1.7482
58,59,24.0,3.0,0.125,18.0,4.05351,12.0,0.09375,0.26667,0.00893,0.03333,34.41667,5.39225,26.0,40.0,13.83951,10.16049,2.73121,1.43686,1.73417
59,60,18.0,4.0,0.22222,10.0,3.12799,9.0,0.07031,0.2,0.00827,0.04444,39.44444,4.23244,33.0,44.0,7.33333,10.66667,3.93893,2.81666,2.45455
58,60,5.0,2.0,0.4,4.0,1.92193,2.5,0.01953,0.05051,0.00186,0.0202,72.2,1.32665,70.0,85.0,2.58025,2.41975,1.5064,1.97657,1.9378
60,61,43.0,6.0,0.13953,14.0,3.60676,10.75,0.16797,0.43434,0.01976,0.06061,37.72093,4.98988,29.0,44.0,18.2716,24.7284,5.78506,2.01637,2.35338
59,61,2.0,2.0,1.0,1.0,-0.0,0.5,0.00781,0.02222,0.00092,0.02222,74,0.0,74.0,89.0,0.69136,1.30864,1.57387,1.57387,2.89286
61,62,50.0,4.0,0.08,21.0,4.26798,12.5,0.09766,0.26882,0.02056,0.02151,37.08,6.11503,27.0,42.0,27.83951,22.16049,4.19999,2.51976,1.79601
62,63,38.0,5.0,0.13158,20.0,4.07085,7.6,0.07422,0.2043,0.01562,0.02688,36.39474,5.22413,27.0,41.0,18.64198,19.35802,4.48348,2.89983,2.03841
61,63,4.0,2.0,0.5,3.0,1.5,0.8,0.00781,0.02062,0.00164,0.01031,72.75,0.82916,72.0,86.0,1.58025,2.41975,1.9249,2.96353,2.53125
63,64,72.0,6.0,0.08333,22.0,4.21078,12.0,0.1125,0.33028,0.02813,0.02752,38.51389,6.15538,27.0,41.0,35.54321,36.45679,6.11505,2.85774,2.0257
62,64,8.0,4.0,0.5,3.0,1.5,1.33333,0.01562,0.04301,0.00329,0.02151,73,1.22474,71.0,86.0,2.37037,5.62963,3.65655,2.81666,3.375
64,65,8.0,4.0,0.5,3.0,1.40564,1.33333,0.01042,0.03053,0.00298,0.01527,73.125,0.92702,72.0,85.0,3.7284,4.2716,2.21223,2.23505,2.1457
65,66,89.0,8.0,0.08989,23.0,4.3376,14.83333,0.11589,0.34363,0.03311,0.03089,37.86517,5.96656,28.0,41.0,41.14815,47.85185,7.45974,4.4894,2.16292
66,67,25.0,4.0,0.16,15.0,3.73366,12.5,0.09766,0.26882,0.0093,0.04301,33.88,6.46418,25.0,40.0,11.4321,13.5679,4.01282,2.69908,2.18683
65,67,2.0,2.0,1.0,1.0,-0.0,1.0,0.00781,0.02151,0.00074,0.02151,73,0.0,73.0,86.0,0.71605,1.28395,1.51732,1.51732,2.7931
67,68,27.0,5.0,0.18519,14.0,3.52824,9.0,0.10547,0.29032,0.01241,0.05376,38.81481,4.79998,29.0,44.0,13.55556,13.44444,3.65161,2.05738,1.9918
66,68,6.0,2.0,0.33333,4.0,1.9183,2.0,0.01562,0.04138,0.00223,0.01379,72,1.41421,70.0,85.0,3.20988,2.79012,1.55733,1.63299,1.86923
68,69,63.0,6.0,0.09524,21.0,4.23723,10.5,0.16406,0.43448,0.02734,0.04138,37.01587,5.48155,27.0,42.0,31.8642,31.1358,5.5158,2.51976,1.97714
67,69,2.0,2.0,1.0,1.0,-0.0,0.33333,0.00781,0.02151,0.00092,0.02151,74,0.0,74.0,88.0,0.81481,1.18519,1.31298,1.31298,2.45455
69,70,28.0,3.0,0.10714,16.0,3.86933,9.33333,0.07292,0.24779,0.01042,0.02655,34.64286,5.88712,25.0,40.0,14.14815,13.85185,3.68263,2.51976,1.97906
68,70,3.0,2.0,0.66667,2.0,0.9183,1.0,0.00781,0.02655,0.0013,0.0177,73.66667,0.4714,73.0,87.0,1.55556,1.44444,1.15813,1.38587,1.92857
69,71,8.0,3.0,0.375,3.0,1.56128,1.6,0.0125,0.03922,0.00298,0.01471,73.125,0.78062,72.0,85.0,3.30864,4.69136,2.57913,2.14332,2.41791
70,71,41.0,6.0,0.14634,18.0,3.9027,8.2,0.10677,0.36283,0.0178,0.0531,39.04878,5.81399,29.0,43.0,18.54321,22.45679,5.21501,3.56635,2.21105
71,72,26.0,4.0,0.15385,16.0,3.77736,13.0,0.10156,0.29885,0.01016,0.04598,37.65385,5.90269,27.0,42.0,13.92593,12.07407,3.2355,3.07937,1.86702
70,72,1.0,1.0,1.0,1.0,-0.0,0.5,0.00391,0.01149,0.00043,0.01149,74,0.0,74.0,89.0,0.71605,0.28395,0.33556,0.33556,1.39655
72,73,19.0,2.0,0.10526,15.0,3.82687,9.5,0.07422,0.21839,0.00873,0.02299,38.15789,4.59133,29.0,44.0,12.69136,6.30864,1.77085,1.46313,1.49708
71,73,5.0,3.0,0.6,2.0,0.97095,2.5,0.01953,0.05051,0.00195,0.0303,73.4,0.4899,73.0,87.0,2.64198,2.35802,1.45072,1.86383,1.89252
72,74,2.0,2.0,1.0,1.0,-0.0,0.5,0.00781,0.02299,0.00092,0.02299,74,0.0,74.0,88.0,0.28395,1.71605,3.22039,3.22039,7.04348
73,74,34.0,5.0,0.14706,15.0,3.6794,8.5,0.13281,0.34343,0.01562,0.05051,36.58824,4.27797,30.0,43.0,17.79012,16.20988,3.84318,3.27957,1.91117
