parent,child,true_overlap,label,parent_true_start,child_true_start,parent_true_m,child_true_m,mass,max_cell,peak_frac,n_dist,dist_entropy,mass_per_child_batch,mass_over_min_read_mass,mass_over_min_miss_mass,mass_over_evict_writes,max_cell_over_min_miss,alpha_mean,alpha_sd,alpha_min,gap,exp_mass,excess_mass,poisson_z_total,poisson_z_max_cell,obs_over_exp
17,19,34,1,3441,3515,108,54,31.0,7.0,0.22581,17.0,3.75545,10.33333,0.08073,0.25203,0.01275,0.05691,22.67742,5.31818,13.0,28.0,10.2963,20.7037,6.4522,3.83334,3.01079
20,21,0,0,6979,6036,111,59,30.0,4.0,0.13333,16.0,3.8314,10.0,0.07812,0.22727,0.01234,0.0303,35.83333,5.58022,28.0,42.0,12.76543,17.23457,4.82373,2.81666,2.3501
21,22,0,0,6036,993,59,113,59.0,6.0,0.10169,22.0,4.22589,9.83333,0.15365,0.44697,0.02561,0.04545,38.81356,5.50647,28.0,42.0,28.55556,30.44444,5.69722,3.65366,2.06615
20,22,0,0,6979,993,111,113,7.0,3.0,0.42857,3.0,1.55666,1.16667,0.01367,0.03867,0.00288,0.01657,72.85714,1.2454,71.0,86.0,3.46914,3.53086,1.8957,2.49511,2.01779
22,23,0,0,993,7789,113,151,64.0,6.0,0.09375,23.0,4.26003,10.66667,0.08333,0.26337,0.02381,0.02469,37.875,6.83168,27.0,41.0,31.79012,32.20988,5.71272,3.92945,2.0132
21,23,0,0,6036,7789,59,151,3.0,2.0,0.66667,2.0,0.9183,0.5,0.00781,0.02273,0.0013,0.01515,73.33333,0.4714,73.0,88.0,1.38272,1.61728,1.37537,1.54529,2.16964
23,24,78,1,7789,7862,151,129,157.0,71.0,0.45223,23.0,3.22901,22.42857,0.20443,0.54325,0.05841,0.24567,13.82803,3.99231,1.0,14.0,30.20988,126.79012,23.06805,56.48611,5.19698
22,24,0,0,993,7862,113,129,48.0,6.0,0.125,23.0,4.298,6.85714,0.0625,0.19753,0.01786,0.02469,57.95833,6.32442,45.0,60.0,23.71605,24.28395,4.98653,2.81374,2.02395
24,25,0,0,7862,4835,129,148,83.0,8.0,0.09639,23.0,4.2544,11.85714,0.09263,0.28041,0.02947,0.02703,62.71084,6.41634,49.0,64.0,37.40741,45.59259,7.45445,3.97922,2.21881
23,25,0,0,7789,4835,151,148,8.0,4.0,0.5,3.0,1.5,1.14286,0.01042,0.02768,0.00298,0.01384,73,1.22474,71.0,84.0,2.0,6.0,4.24264,2.67775,4.0
25,27,0,0,4835,776,148,76,15.0,3.0,0.2,11.0,3.32323,5.0,0.03906,0.125,0.00533,0.025,54.13333,6.77118,44.0,59.0,6.44444,8.55556,3.3702,1.51732,2.32759
30,31,0,0,844,208,79,106,42.0,5.0,0.11905,17.0,3.93079,14.0,0.10938,0.28767,0.01641,0.03425,37.61905,5.4596,27.0,42.0,20.22222,21.77778,4.84283,3.69504,2.07692
31,32,0,0,208,6615,106,88,65.0,8.0,0.12308,20.0,4.06083,13.0,0.16927,0.44521,0.02821,0.05479,37.64615,5.34194,28.0,42.0,30.71605,34.28395,6.18598,2.62502,2.11616
30,32,0,0,844,6615,79,88,7.0,3.0,0.42857,3.0,1.44882,1.4,0.01094,0.0359,0.00273,0.01538,73.28571,0.69985,72.0,86.0,3.98765,3.01235,1.5085,1.48994,1.75542
32,33,41,1,6615,6662,88,72,53.0,24.0,0.45283,10.0,2.18969,17.66667,0.13802,0.42742,0.0207,0.19355,50.67925,3.76565,40.0,53.0,8.69136,44.30864,15.0295,26.55714,6.09801
33,34,50,1,6662,6673,72,50,68.0,52.0,0.76471,11.0,1.54073,22.66667,0.17708,0.54839,0.02951,0.41935,7.61765,1.663,1.0,10.0,7.03704,60.96296,22.98112,57.73155,9.66316
32,34,30,1,6615,6673,88,50,13.0,3.0,0.23077,7.0,2.66123,4.33333,0.03385,0.10078,0.00508,0.02326,60.23077,7.00718,51.0,65.0,4.51852,8.48148,3.99001,2.88675,2.87705
34,35,50,1,6673,6652,50,96,79.0,43.0,0.5443,16.0,2.62178,19.75,0.20573,0.6124,0.03429,0.33333,27.55696,3.84756,17.0,31.0,13.93827,65.06173,17.42694,46.36111,5.66785
33,35,72,1,6662,6652,72,96,36.0,22.0,0.61111,10.0,2.125,9.0,0.09375,0.29032,0.01562,0.17742,41.41667,2.21579,34.0,43.0,8.54321,27.45679,9.39375,13.06928,4.21387
35,36,67,1,6652,6673,96,67,97.0,44.0,0.45361,15.0,2.55632,24.25,0.18945,0.58084,0.03988,0.26347,7.36082,2.2848,1.0,9.0,16.16049,80.83951,20.10927,42.54426,6.00229
34,36,50,1,6673,6673,50,67,30.0,6.0,0.2,14.0,3.58108,7.5,0.07812,0.23256,0.01302,0.04651,37.8,4.70744,31.0,43.0,13.7037,16.2963,4.4022,3.76291,2.18919
33,36,61,1,6662,6673,72,67,20.0,4.0,0.2,10.0,3.10869,5.0,0.05208,0.16129,0.00868,0.03226,53.9,3.46266,48.0,55.0,10.03704,9.96296,3.14475,2.98726,1.99262
37,38,0,0,413,1415,147,160,56.0,6.0,0.10714,20.0,4.12855,11.2,0.0875,0.24138,0.02187,0.02586,37.67857,6.05365,26.0,41.0,29.92593,26.07407,4.76634,2.69908,1.87129
38,39,0,0,1415,8078,160,73,26.0,4.0,0.15385,15.0,3.71929,13.0,0.10156,0.26263,0.01016,0.0404,35.46154,6.10316,27.0,41.0,11.1358,14.8642,4.45431,3.33338,2.33481
37,39,0,0,413,8078,147,73,8.0,3.0,0.375,3.0,1.56128,4.0,0.03125,0.08081,0.00313,0.0303,72.5,1.22474,71.0,86.0,3.23457,4.76543,2.64968,1.51732,2.47328
43,44,0,0,2424,2951,51,55,47.0,13.0,0.2766,12.0,3.09354,15.66667,0.1224,0.4087,0.0204,0.11304,8.97872,4.20986,1.0,10.0,10.8642,36.1358,10.96324,13.60063,4.32614
44,45,0,0,2951,3137,55,130,36.0,7.0,0.19444,12.0,3.41545,7.2,0.09375,0.31304,0.01562,0.06087,68.13889,3.24168,62.0,77.0,21.02469,14.97531,3.26596,2.85774,1.71227
45,46,0,0,3137,5432,130,115,55.0,5.0,0.09091,22.0,4.30165,9.16667,0.08594,0.24017,0.02148,0.02183,36.43636,6.16372,25.0,40.0,25.28395,29.71605,5.90974,2.81666,2.17529
48,49,43,1,6390,6467,120,90,87.0,46.0,0.52874,18.0,2.8244,21.75,0.16992,0.5,0.03398,0.26437,12.54023,4.72899,1.0,15.0,20.77778,66.22222,14.52795,47.13116,4.18717
49,50,0,0,6467,5501,90,89,15.0,3.0,0.2,9.0,3.00624,3.75,0.0293,0.08621,0.00617,0.01724,35.2,4.65045,29.0,42.0,5.79012,9.20988,3.82745,3.04444,2.59062
48,50,0,0,6390,5501,120,89,92.0,49.0,0.53261,13.0,2.05256,23.0,0.17969,0.51397,0.03594,0.27374,53.51087,3.7749,46.0,60.0,10.2716,81.7284,25.5008,40.73611,8.95673
50,51,0,0,5501,6455,89,91,16.0,3.0,0.1875,11.0,3.28064,5.33333,0.04167,0.24242,0.00658,0.04545,31.4375,5.63437,20.0,34.0,5.40741,10.59259,4.5552,3.56635,2.9589
49,51,79,1,6467,6455,90,91,6.0,2.0,0.33333,5.0,2.25163,2.0,0.01562,0.09091,0.00247,0.0303,71.16667,2.33928,68.0,79.0,2.51852,3.48148,2.19377,1.64992,2.38235
51,52,0,0,6455,4459,91,160,27.0,5.0,0.18519,10.0,3.12991,5.4,0.07031,0.40909,0.01172,0.07576,68.66667,3.03071,63.0,77.0,12.18519,14.81481,4.24405,2.14332,2.21581
52,53,0,0,4459,6472,160,71,102.0,41.0,0.40196,20.0,3.02577,25.5,0.19922,0.56354,0.03984,0.22652,8.10784,3.48359,2.0,15.0,17.65432,84.34568,20.07416,37.36111,5.77762
53,54,0,0,6472,5256,71,79,33.0,4.0,0.12121,16.0,3.82425,16.5,0.12891,0.32353,0.01357,0.03922,19,5.00303,9.0,23.0,17.38272,15.61728,3.74582,2.35799,1.89844
52,54,0,0,4459,5256,160,79,29.0,3.0,0.10345,18.0,3.99524,14.5,0.11328,0.28431,0.01133,0.02941,38.34483,5.68892,27.0,41.0,16.54321,12.45679,3.06264,1.6031,1.75299
53,55,0,0,6472,1837,71,156,53.0,6.0,0.11321,20.0,4.07229,10.6,0.10352,0.29282,0.02179,0.03315,63.98113,5.17793,53.0,68.0,24.93827,28.06173,5.61929,2.98726,2.12525
54,55,0,0,5256,1837,79,156,53.0,7.0,0.13208,20.0,4.0026,10.6,0.20703,0.51961,0.02436,0.06863,38.24528,5.42846,29.0,44.0,23.4321,29.5679,6.10822,5.50777,2.26185
52,55,0,0,4459,1837,160,156,6.0,3.0,0.5,3.0,1.45915,1.2,0.00937,0.0251,0.00234,0.01255,73.16667,0.89753,72.0,86.0,3.49383,2.50617,1.34079,1.51732,1.71731
55,56,79,1,1837,1914,156,123,127.0,65.0,0.51181,20.0,2.86423,25.4,0.19844,0.58796,0.04961,0.30093,13.29921,4.49201,1.0,15.0,20.5679,106.4321,23.46808,54.23611,6.17467
54,56,0,0,5256,1914,79,123,19.0,4.0,0.21053,10.0,3.09003,3.8,0.07422,0.18627,0.00873,0.03922,60.42105,3.9245,53.0,63.0,7.76543,11.23457,4.03156,2.38521,2.44674
56,57,110,1,1914,1915,123,110,137.0,105.0,0.76642,12.0,1.50329,27.4,0.21406,0.63426,0.05352,0.48611,7.83212,1.83863,2.0,8.0,10.61728,126.38272,38.78653,63.75001,12.90349
55,57,78,1,1837,1915,156,110,24.0,4.0,0.16667,15.0,3.75163,4.8,0.0375,0.1086,0.00937,0.0181,22.79167,6.46129,14.0,27.0,8.41975,15.58025,5.36939,2.96353,2.85044
54,57,0,0,5256,1915,79,110,9.0,2.0,0.22222,6.0,2.50326,1.8,0.03516,0.08824,0.00414,0.01961,68.22222,2.04275,65.0,75.0,3.75309,5.24691,2.70838,1.97657,2.39803
58,59,70,1,4062,4137,145,120,108.0,56.0,0.51852,18.0,2.71466,27.0,0.21094,0.61017,0.04219,0.31638,25.55556,3.87378,14.0,27.0,23.01235,84.98765,17.7164,52.1672,4.69313
58,60,47,1,4062,4160,145,89,33.0,3.0,0.09091,19.0,4.12728,8.25,0.06445,0.17368,0.01289,0.01579,47.90909,6.18583,36.0,51.0,15.88889,17.11111,4.29271,2.61425,2.07692
59,60,89,1,4137,4160,120,89,120.0,63.0,0.525,16.0,2.43877,30.0,0.23438,0.67797,0.04934,0.35593,18.21667,4.15769,6.0,21.0,20.03704,99.96296,22.33173,43.41027,5.98891
60,61,0,0,4160,3852,89,44,12.0,3.0,0.25,8.0,2.79248,4.0,0.03125,0.11215,0.00493,0.02804,69.5,3.81881,61.0,76.0,5.08642,6.91358,3.06547,1.86383,2.35922
61,62,0,0,3852,2734,44,110,43.0,5.0,0.11628,18.0,3.99873,10.75,0.11198,0.40187,0.01866,0.04673,38.51163,5.88404,29.0,44.0,21.7037,21.2963,4.57127,2.69908,1.98123
62,63,0,0,2734,3799,110,50,22.0,3.0,0.13636,11.0,3.32218,11.0,0.08594,0.24444,0.00905,0.03333,36.31818,3.36271,31.0,42.0,8.24691,13.75309,4.78911,2.94299,2.66766
63,64,0,0,3799,3917,50,97,47.0,6.0,0.12766,19.0,4.0644,9.4,0.18359,0.52222,0.0216,0.06667,39.42553,5.10629,29.0,43.0,23.12346,23.87654,4.9653,3.0327,2.03257
62,64,0,0,2734,3917,110,97,5.0,2.0,0.4,4.0,1.92193,1.0,0.00977,0.02688,0.00206,0.01075,72.2,1.16619,71.0,86.0,2.2716,2.7284,1.81026,2.88675,2.20109
64,65,0,0,3917,611,97,97,5.0,2.0,0.4,3.0,1.52193,1.25,0.00977,0.02959,0.00195,0.01183,73,0.89443,72.0,86.0,1.93827,3.06173,2.19917,1.51732,2.57962
65,66,0,0,611,3966,97,96,65.0,25.0,0.38462,13.0,2.87214,16.25,0.12695,0.38462,0.02673,0.14793,9.8,3.60854,1.0,9.0,11.90123,53.09877,15.39176,27.02482,5.46162
66,67,0,0,3966,4276,96,160,102.0,11.0,0.10784,23.0,4.30251,12.75,0.19922,0.57955,0.04194,0.0625,27.56863,5.65254,17.0,30.0,45.53086,56.46914,8.3687,7.05534,2.24024
65,67,0,0,611,4276,97,160,63.0,11.0,0.1746,15.0,3.58324,7.875,0.12305,0.37278,0.0259,0.06509,42.65079,3.48311,36.0,42.0,31.28395,31.71605,5.67046,4.36508,2.01381
67,68,45,1,4276,4391,160,66,74.0,36.0,0.48649,15.0,2.74653,24.66667,0.19271,0.62712,0.02514,0.30508,11.78378,4.49104,2.0,13.0,14.2963,59.7037,15.79027,35.94251,5.17617
66,68,0,0,3966,4391,96,66,19.0,5.0,0.26316,13.0,3.42637,6.33333,0.04948,0.16102,0.00781,0.04237,44.42105,4.38077,37.0,50.0,10.03704,8.96296,2.8291,2.67775,1.89299
65,68,0,0,611,4391,97,66,14.0,3.0,0.21429,8.0,2.89629,4.66667,0.03646,0.11864,0.00576,0.02542,59,3.09377,55.0,62.0,6.2963,7.7037,3.07013,1.90036,2.22353
68,69,0,0,4391,5593,66,72,23.0,3.0,0.13043,16.0,3.88205,4.6,0.0599,0.19492,0.00998,0.02542,62.95652,5.42521,55.0,68.0,11.1358,11.8642,3.55531,1.51732,2.06541
67,69,0,0,4276,5593,160,72,3.0,2.0,0.66667,2.0,0.9183,0.6,0.00469,0.01562,0.00102,0.01042,73.66667,0.4714,73.0,83.0,1.4321,1.5679,1.31018,1.51732,2.09483
69,70,0,0,5593,6553,72,42,1.0,1.0,1.0,1.0,-0.0,0.33333,0.0026,0.00962,0.00039,0.00962,72,0.0,72.0,86.0,0.66667,0.33333,0.40825,0.40825,1.5
70,71,0,0,6553,5624,42,62,55.0,20.0,0.36364,12.0,2.74558,18.33333,0.14323,0.52885,0.02387,0.19231,10.49091,3.12685,2.0,10.0,9.02469,45.97531,15.30412,20.61855,6.09439
71,72,0,0,5624,2254,62,80,23.0,4.0,0.17391,10.0,3.20771,7.66667,0.0599,0.18254,0.00998,0.03175,67.78261,3.3874,62.0,77.0,11.09877,11.90123,3.57236,3.61111,2.0723
72,73,0,0,2254,6565,80,61,37.0,13.0,0.35135,12.0,3.05768,12.33333,0.09635,0.29839,0.01606,0.10484,8.2973,3.49413,2.0,9.0,10.98765,26.01235,7.84742,12.28482,3.36742
71,73,0,0,5624,6565,62,61,1.0,1.0,1.0,1.0,-0.0,0.33333,0.0026,0.00806,0.00043,0.00806,74,0.0,74.0,88.0,0.82716,0.17284,0.19004,0.19004,1.20896
73,74,0,0,6565,2298,61,56,19.0,4.0,0.21053,12.0,3.36609,6.33333,0.04948,0.15323,0.00825,0.03226,37.68421,4.6232,31.0,43.0,8.83951,10.16049,3.41744,2.62502,2.14944
72,74,36,1,2254,2298,80,56,43.0,20.0,0.46512,8.0,2.07617,14.33333,0.11198,0.34127,0.01866,0.15873,52.06977,1.86017,47.0,54.0,6.75309,36.24691,13.94826,20.05345,6.36746
74,75,0,0,2298,7624,56,140,60.0,5.0,0.08333,20.0,4.14926,12.0,0.15625,0.47619,0.02604,0.03968,26.81667,5.71399,17.0,32.0,28.03704,31.96296,6.03644,4.03022,2.14003
73,75,0,0,6565,7624,61,140,37.0,7.0,0.18919,13.0,3.43579,7.4,0.09635,0.29839,0.01606,0.05645,68.40541,2.99061,62.0,77.0,16.7284,20.2716,4.95634,2.81666,2.21181
