parent,child,true_overlap,label,parent_true_start,child_true_start,parent_true_m,child_true_m,mass,max_cell,peak_frac,n_dist,dist_entropy,mass_per_child_batch,mass_over_min_read_mass,mass_over_min_miss_mass,mass_over_evict_writes,max_cell_over_min_miss,alpha_mean,alpha_sd,alpha_min,gap,exp_mass,excess_mass,poisson_z_total,poisson_z_max_cell,obs_over_exp
30,31,1164,1,96835,96529,1164,1610,1498.0,860.0,0.5741,22.0,2.22163,374.5,0.1498,1.00067,0.03154,0.57448,18.24833,3.16287,3.0,18.0,803.84,694.16,24.48357,140.45923,1.86355
29,31,1258,1,96859,96529,1258,1610,382.0,140.0,0.36649,15.0,3.22332,95.5,0.0382,0.23905,0.00804,0.08761,29.6623,2.89223,22.0,30.0,585.84,-203.84,-8.4217,25.18275,0.65206
28,31,1020,1,96837,96529,1020,1610,497.0,208.0,0.41851,12.0,2.716,124.25,0.0497,0.36198,0.01046,0.15149,37.39638,2.83869,34.0,43.0,510.66,-13.66,-0.60448,37.73595,0.97325
31,32,1295,1,96529,96844,1610,1378,1472.0,983.0,0.6678,21.0,1.69015,368.0,0.1472,0.92695,0.03099,0.61902,21.03465,2.76837,6.0,21.0,421.0,1051.0,51.22261,144.38833,3.49644
30,32,1155,1,96835,96844,1164,1378,325.0,33.0,0.10154,20.0,4.05788,81.25,0.0325,0.2171,0.00684,0.02204,38.92,4.6621,27.0,42.0,582.26,-257.26,-10.66139,4.38524,0.55817
29,32,1258,1,96859,96844,1258,1378,6.0,6.0,1.0,1.0,-0.0,1.5,0.0006,0.00378,0.00013,0.00378,46,0.0,46.0,54.0,3.18,2.82,1.58138,1.58138,1.88679
35,37,0,0,56781,31354,992,792,266.0,24.0,0.09023,21.0,4.22611,66.5,0.03547,0.25094,0.00591,0.02264,29.99248,5.24655,20.0,35.0,282.18,-16.18,-0.9632,2.28119,0.94266
37,38,792,1,31354,31162,792,1073,1208.0,996.0,0.8245,15.0,1.20321,302.0,0.1208,0.85552,0.02543,0.70538,10.58526,1.71987,1.0,10.0,185.38,1022.62,75.10742,200.68013,6.51634
35,38,0,0,56781,31162,992,1073,62.0,9.0,0.14516,13.0,3.53759,15.5,0.00827,0.05849,0.00138,0.00849,39.46774,3.19131,33.0,48.0,90.14,-28.14,-2.96391,1.78992,0.68782
38,39,861,1,31162,31341,1073,861,945.0,813.0,0.86032,21.0,1.10375,315.0,0.126,0.85598,0.01989,0.73641,30.28677,2.67287,15.0,30.0,359.52,585.48,30.8781,181.74027,2.6285
37,39,792,1,31354,31341,792,861,35.0,7.0,0.2,12.0,3.32182,11.66667,0.00467,0.0317,0.00074,0.00634,39.57143,2.94992,34.0,43.0,173.54,-138.54,-10.5166,0.91443,0.20168
39,40,0,0,31341,85847,861,1355,576.0,49.0,0.08507,21.0,4.20288,144.0,0.0768,0.52174,0.0128,0.04438,28.08681,5.23206,18.0,33.0,535.74,40.26,1.73939,3.52738,1.07515
43,44,662,1,90305,90609,1440,662,757.0,658.0,0.86922,14.0,1.01612,252.33333,0.10093,0.81838,0.01594,0.71135,9.51651,1.79646,1.0,9.0,201.68,555.32,39.10316,163.96178,3.75347
44,45,0,0,90609,57753,662,437,99.0,18.0,0.18182,8.0,2.75437,33.0,0.0132,0.15373,0.0022,0.02795,4.49495,1.83333,1.0,4.0,76.64,22.36,2.55414,2.50098,1.29175
43,45,0,0,90305,57753,1440,437,173.0,22.0,0.12717,14.0,3.66695,57.66667,0.02307,0.26863,0.00364,0.03416,12.94798,3.56325,7.0,15.0,153.12,19.88,1.60657,2.38514,1.12983
46,48,0,0,27256,58046,1044,244,64.0,8.0,0.125,15.0,3.71411,21.33333,0.00853,0.13008,0.00142,0.01626,32.46875,4.4825,25.0,37.0,106.54,-42.54,-4.12137,2.78815,0.60071
48,49,0,0,58046,16101,244,1011,380.0,43.0,0.11316,14.0,3.60545,95.0,0.05067,0.77236,0.00844,0.0874,6.97105,3.24957,1.0,9.0,276.76,103.24,6.20578,3.804,1.37303
46,49,0,0,27256,16101,1044,1011,218.0,36.0,0.16514,9.0,3.12713,54.5,0.02907,0.19622,0.00484,0.0324,41.13761,2.55927,37.0,48.0,205.3,12.7,0.88636,2.66089,1.06186
49,52,0,0,16101,63325,1011,607,142.0,30.0,0.21127,7.0,2.69565,47.33333,0.01893,0.20113,0.00299,0.04249,42.21127,1.80309,39.0,54.0,135.92,6.08,0.52151,2.06071,1.04473
52,53,0,0,63325,21160,607,1001,499.0,39.0,0.07816,20.0,4.21844,166.33333,0.06653,0.7068,0.01109,0.05524,10.04609,5.51768,1.0,16.0,454.58,44.42,2.0834,3.46714,1.09772
53,54,527,1,21160,21634,1001,1098,819.0,508.0,0.62027,20.0,2.50513,204.75,0.1092,0.77926,0.0182,0.48335,27.99389,4.18804,15.0,30.0,489.76,329.24,14.87719,109.99465,1.67225
52,54,0,0,63325,21634,607,1098,196.0,24.0,0.12245,12.0,3.54664,49.0,0.02613,0.27762,0.00436,0.03399,39.30102,3.41458,34.0,48.0,316.72,-120.72,-6.78331,2.72081,0.61884
