episode,m,batches,true_recent_count,true_recent_frac,own_frac_short,e1_frac_short,e2_short_excess,bg_local
0,99,4,4,0.04040404040404041,0.1702127659574468,0.3069306930693069,18.0,11.0
1,50,3,30,0.6,0.7446808510638298,0.532258064516129,33.0,11.0
2,84,4,3,0.03571428571428571,0.07142857142857142,0.27071823204419887,9.0,10.0
3,61,3,3,0.04918032786885246,0.17307692307692307,0.33793103448275863,16.0,11.0
4,50,3,2,0.04,0.061224489795918366,0.24793388429752067,0.0,11.0
5,52,3,2,0.038461538461538464,0.09803921568627451,0.3046875,7.5,10.5
6,74,4,2,0.02702702702702703,0.056338028169014086,0.26344086021505375,5.0,11.0
7,89,4,1,0.011235955056179775,0.23863636363636365,0.39790575916230364,32.0,11.0
8,53,3,1,0.018867924528301886,0.20833333333333334,0.3879310344827586,12.0,11.0
9,76,4,2,0.02631578947368421,0.21621621621621623,0.34615384615384615,19.0,11.0
10,83,4,3,0.03614457831325301,0.27848101265822783,0.32105263157894737,17.0,11.0
11,72,4,4,0.05555555555555555,0.1267605633802817,0.25136612021857924,2.0,11.0
12,88,4,4,0.045454545454545456,0.30952380952380953,0.38071065989847713,31.0,11.0
13,50,3,30,0.6,0.75,0.5289256198347108,31.0,11.0
14,51,3,49,0.9607843137254902,1.0,0.6984126984126984,52.0,12.0
15,50,3,5,0.1,0.08163265306122448,0.2740740740740741,4.0,11.0
16,93,4,51,0.5483870967741935,0.6521739130434783,0.4926829268292683,57.0,11.0
17,81,4,1,0.012345679012345678,0.2,0.29714285714285715,8.0,11.0
18,108,4,5,0.046296296296296294,0.29411764705882354,0.34517766497461927,26.0,10.5
19,50,3,30,0.6,0.6458333333333334,0.5203252032520326,34.0,10.0
20,54,3,48,0.8888888888888888,0.9259259259259259,0.6666666666666666,53.0,11.0
21,111,4,2,0.018018018018018018,0.16346153846153846,0.3112244897959184,17.0,11.0
22,59,3,2,0.03389830508474576,0.2,0.25925925925925924,3.5,10.5
23,113,4,3,0.02654867256637168,0.22018348623853212,0.3248730964467005,20.0,11.0
24,151,5,1,0.006622516556291391,0.24475524475524477,0.3557312252964427,32.5,11.5
25,129,5,76,0.5891472868217055,0.6984126984126984,0.4880546075085324,85.5,11.5
26,148,5,2,0.013513513513513514,0.302158273381295,0.35797665369649806,37.0,11.0
27,112,4,18,0.16071428571428573,0.24299065420560748,0.32663316582914576,17.0,12.0
28,76,4,46,0.6052631578947368,0.7222222222222222,0.5423728813559322,48.0,12.0
29,98,4,18,0.1836734693877551,0.24210526315789474,0.31840796019900497,20.0,11.0
30,70,4,69,0.9857142857142858,1.0,0.6942675159235668,65.0,11.0
31,76,4,5,0.06578947368421052,0.3125,0.4230769230769231,22.0,11.0
32,79,4,6,0.0759493670886076,0.14102564102564102,0.32019704433497537,21.0,11.0
33,106,4,28,0.2641509433962264,0.3854166666666667,0.3967391304347826,29.0,11.0
34,88,4,1,0.011363636363636364,0.2891566265060241,0.32620320855614976,17.0,11.0
35,72,4,1,0.013888888888888888,0.1388888888888889,0.29310344827586204,7.0,11.0
36,50,3,50,1.0,1.0,0.6538461538461539,52.0,11.0
37,96,4,2,0.020833333333333332,0.18947368421052632,0.2621359223300971,10.0,11.0
38,67,4,67,1.0,1.0,0.35379061371841153,54.0,11.0
39,147,5,25,0.17006802721088435,0.291044776119403,0.3673469387755102,35.0,11.0
40,160,5,9,0.05625,0.26174496644295303,0.3715415019762846,39.0,11.0
41,73,4,1,0.0136986301369863,0.2608695652173913,0.327683615819209,14.0,11.0
42,55,3,32,0.5818181818181818,0.5652173913043478,0.4666666666666667,23.0,11.0
43,50,3,18,0.36,0.4897959183673469,0.5217391304347826,30.0,10.0
44,77,4,5,0.06493506493506493,0.23943661971830985,0.35119047619047616,19.0,10.0
45,51,3,0,0.0,0.2653061224489796,0.3787878787878788,17.0,11.0
46,55,3,1,0.01818181818181818,0.6078431372549019,0.48031496062992124,28.0,11.0
47,130,5,6,0.046153846153846156,0.24166666666666667,0.34854771784232363,29.0,11.0
48,115,4,3,0.02608695652173913,0.24545454545454545,0.36683417085427134,33.0,10.0
49,92,4,4,0.043478260869565216,0.14285714285714285,0.2692307692307692,16.0,10.0
50,73,4,3,0.0410958904109589,0.16417910447761194,0.3558282208588957,14.0,11.0
51,120,4,2,0.016666666666666666,0.2672413793103448,0.3674418604651163,35.0,11.0
52,90,4,42,0.4666666666666667,0.6206896551724138,0.5120772946859904,62.0,11.0
53,89,4,5,0.056179775280898875,0.07865168539325842,0.25,5.0,11.0
54,91,4,2,0.02197802197802198,0.13333333333333333,0.30687830687830686,18.0,10.0
55,160,5,3,0.01875,0.2662337662337662,0.3386454183266932,30.0,11.0
56,71,4,0,0.0,0.9295774647887324,0.6010928961748634,62.0,12.0
57,79,4,4,0.05063291139240506,0.2916666666666667,0.3370165745856354,15.0,11.5
58,156,5,10,0.0641025641025641,0.18791946308724833,0.2558139534883721,22.0,11.0
59,123,4,79,0.6422764227642277,0.7317073170731707,0.6323529411764706,85.0,11.0
60,110,4,110,1.0,1.0,0.5117845117845118,108.0,11.0
61,145,5,1,0.006896551724137931,0.18115942028985507,0.2992125984251969,21.0,11.0
62,50,3,1,0.02,0.14893617021276595,0.4017094017094017,14.0,11.0
63,120,4,7,0.058333333333333334,0.11965811965811966,0.2583732057416268,10.0,11.0
