tau,spike,spike_bg_height,episodes,eval_ceiling_rho,E1_frac_rho,E2_excess_rho,E2_excess_r,E2_null_shuffled_rho,E2_burst_control_rho,burst_episodes
20,79-83,1255,80,0.611,0.48,0.612,0.724,-0.032,0.586,80
