parent,child,true_overlap,label,parent_true_start,child_true_start,parent_true_m,child_true_m,mass,max_cell,peak_frac,n_dist,dist_entropy,mass_per_child_batch,mass_over_min_read_mass,mass_over_min_miss_mass,mass_over_evict_writes,max_cell_over_min_miss,alpha_mean,alpha_sd,alpha_min,gap,exp_mass,excess_mass,poisson_z_total,poisson_z_max_cell,obs_over_exp
48,49,53,1,5776,5858,135,90,78.0,40.0,0.51282,16.0,2.66166,15.6,0.15234,0.40838,0.03207,0.20942,50.91026,3.46849,40.0,53.0,13.92593,64.07407,17.17,42.92081,5.60106
49,50,0,0,5858,1607,90,89,48.0,6.0,0.125,18.0,3.95707,16.0,0.125,0.33333,0.01875,0.04167,24.27083,5.028,15.0,30.0,20.81481,27.18519,5.95862,2.89983,2.30605
48,50,0,0,5776,1607,135,89,7.0,4.0,0.57143,3.0,1.37878,2.33333,0.01823,0.04861,0.00288,0.02778,73.14286,0.63888,72.0,87.0,3.53086,3.46914,1.84621,2.77655,1.98252
51,52,0,0,1666,6068,50,87,28.0,5.0,0.17857,11.0,3.28488,7.0,0.07292,0.224,0.01215,0.04,69.42857,2.80851,64.0,77.0,13.91358,14.08642,3.77643,2.85774,2.01242
52,53,0,0,6068,1664,87,77,94.0,37.0,0.39362,20.0,3.39472,23.5,0.18359,0.51366,0.03865,0.20219,9.41489,4.53452,1.0,16.0,23.0,71.0,14.80452,38.31148,4.08696
53,54,57,1,1664,1644,77,77,96.0,45.0,0.46875,14.0,2.73589,24.0,0.1875,0.52459,0.03947,0.2459,8.20833,2.50797,2.0,9.0,15.96296,80.03704,20.03246,47.53014,6.01392
52,54,0,0,6068,1644,87,77,28.0,5.0,0.17857,15.0,3.66899,7.0,0.05469,0.15135,0.01151,0.02703,23.42857,4.84347,17.0,28.0,11.04938,16.95062,5.09937,2.67775,2.53408
53,55,0,0,1664,6928,77,85,27.0,5.0,0.18519,11.0,3.2501,6.75,0.05273,0.15,0.0111,0.02778,65.25926,3.62698,60.0,67.0,11.83951,15.16049,4.40602,4.78755,2.2805
54,55,0,0,1644,6928,77,85,51.0,5.0,0.09804,19.0,4.11587,12.75,0.09961,0.28333,0.02097,0.02778,49.13725,5.59769,41.0,55.0,23.37037,27.62963,5.71534,3.56635,2.18225
52,55,0,0,6068,6928,87,85,4.0,2.0,0.5,2.0,1.0,1.0,0.00781,0.02222,0.00164,0.01111,73.5,0.5,73.0,86.0,1.85185,2.14815,1.57856,1.38587,2.16
54,56,0,0,1644,6113,77,91,43.0,6.0,0.13953,18.0,3.98117,10.75,0.08398,0.23889,0.01768,0.03333,62.67442,5.19266,54.0,67.0,22.07407,20.92593,4.45393,3.22734,1.94799
55,56,0,0,6928,6113,85,91,75.0,22.0,0.29333,12.0,3.06855,18.75,0.14648,0.41667,0.03084,0.12222,9.46667,2.68494,3.0,9.0,18.74074,56.25926,12.99573,19.98149,4.00198
53,56,0,0,1664,6113,77,91,4.0,2.0,0.5,3.0,1.5,1.0,0.00781,0.02222,0.00164,0.01111,72.75,1.29904,71.0,79.0,1.51852,2.48148,2.01373,1.28957,2.63415
56,57,0,0,6113,2555,91,114,35.0,6.0,0.17143,13.0,3.52817,5.83333,0.06836,0.19444,0.01439,0.03333,69.02857,3.77576,61.0,75.0,15.37037,19.62963,5.00691,3.27957,2.27711
57,58,0,0,2555,6980,114,53,52.0,17.0,0.32692,11.0,2.8701,17.33333,0.13542,0.4031,0.01935,0.13178,9.17308,3.97454,2.0,7.0,10.49383,41.50617,12.81285,17.37937,4.95529
56,58,0,0,6113,6980,91,53,2.0,1.0,0.5,2.0,1.0,0.66667,0.00521,0.0155,0.00082,0.00775,73.5,0.5,73.0,87.0,0.96296,1.03704,1.05679,1.34376,2.07692
58,59,0,0,6980,5537,53,127,33.0,4.0,0.12121,12.0,3.43774,5.5,0.08594,0.25581,0.01432,0.03101,68.39394,3.54144,62.0,76.0,16.32099,16.67901,4.12855,2.28332,2.02194
59,60,0,0,5537,3502,127,117,49.0,5.0,0.10204,21.0,4.14841,9.8,0.07656,0.2103,0.01823,0.02146,36.16327,6.14235,26.0,40.0,22.01235,26.98765,5.75217,2.81666,2.22602
59,61,0,0,5537,3575,127,65,25.0,3.0,0.12,17.0,3.94347,8.33333,0.0651,0.18797,0.0093,0.02256,56.44,6.59139,46.0,60.0,13.8642,11.1358,2.99071,2.38521,1.80321
60,61,44,1,3502,3575,117,65,81.0,46.0,0.5679,15.0,2.58851,27.0,0.21094,0.60902,0.03164,0.34586,13.2716,4.28898,3.0,16.0,16.77778,64.22222,15.67899,45.27057,4.82781
61,62,0,0,3575,2623,65,68,27.0,3.0,0.11111,16.0,3.82824,6.75,0.07031,0.20301,0.01172,0.02256,38.51852,4.70122,31.0,43.0,15.37037,11.62963,2.96636,1.19849,1.75663
60,62,0,0,3502,2623,117,68,37.0,4.0,0.10811,17.0,3.93865,9.25,0.07227,0.21765,0.01445,0.02353,58.18919,5.26507,49.0,61.0,17.22222,19.77778,4.76577,4.72858,2.14839
62,63,0,0,2623,3550,68,115,31.0,6.0,0.19355,16.0,3.6955,6.2,0.06055,0.18235,0.01275,0.03529,41.35484,5.19024,34.0,46.0,12.41975,18.58025,5.27224,3.31646,2.49602
63,64,0,0,3550,2200,115,75,30.0,3.0,0.1,19.0,4.12323,10.0,0.07812,0.2459,0.01172,0.02459,58.53333,5.91458,49.0,62.0,14.95062,15.04938,3.89215,2.69908,2.00661
64,65,0,0,2200,3373,75,75,34.0,4.0,0.11765,16.0,3.86659,11.33333,0.08854,0.27869,0.01476,0.03279,37.58824,5.35843,29.0,44.0,15.87654,18.12346,4.54845,3.38886,2.14152
65,67,40,1,3373,3408,75,85,41.0,5.0,0.12195,15.0,3.74197,8.2,0.10677,0.26974,0.0178,0.03289,59.26829,4.6697,51.0,66.0,18.04938,22.95062,5.40211,3.44611,2.27155
67,68,0,0,3408,6396,85,116,45.0,5.0,0.11111,19.0,4.06153,7.5,0.07031,0.21226,0.01758,0.02358,58.4,5.55538,47.0,62.0,19.48148,25.51852,5.78155,3.12731,2.30989
68,69,0,0,6396,689,116,53,20.0,3.0,0.15,14.0,3.64644,10.0,0.07812,0.20202,0.00744,0.0303,35.7,6.51997,26.0,41.0,11.4321,8.5679,2.53403,1.57387,1.74946
69,70,0,0,689,180,53,140,1.0,1.0,1.0,1.0,-0.0,0.2,0.00391,0.0101,0.00046,0.0101,74,0.0,74.0,89.0,0.69136,0.30864,0.3712,0.3712,1.44643
72,73,0,0,712,241,71,112,57.0,7.0,0.12281,20.0,4.0257,11.4,0.14844,0.456,0.02474,0.056,9.2807,4.87296,1.0,14.0,21.14815,35.85185,7.79606,4.2307,2.69527
73,74,51,1,241,289,112,51,72.0,29.0,0.40278,16.0,3.04464,24.0,0.1875,0.58537,0.02813,0.23577,16.41667,4.69264,5.0,20.0,13.48148,58.51852,15.93766,30.40065,5.34066
72,74,0,0,712,289,71,51,7.0,2.0,0.28571,4.0,1.95021,2.33333,0.01823,0.05691,0.00304,0.01626,34.42857,1.29363,33.0,38.0,2.5679,4.4321,2.7658,2.18842,2.72596
